,id,job_id,company_display_name,location,title,latitude,longitude,redirect_url,description,category_tag,contract_time,created,company_name_clean,token_count_description
189,203,5491602821,telus digital,belgië,remote: online data analyst belgium - dutch speakers,,,https://www.adzuna.be/details/5491602821?utm_medium=api&utm_source=64e51cf1,"are you a detail-oriented individual with a passion for research and a good understanding of national and local geography? this freelance opportunity allows you to work at your own pace and from the comfort of your own home. a day in the life of an online data analyst: in this role, you will be working on a project aimed at enhancing the content and quality of digital maps that are used by millions of people worldwide completing research and evaluation tasks in a web-based environment such as v…",unknown,,2025-11-12t08:38:48z,telus_digital,95
190,204,5491602837,vivid resourcing,belgië,data analyst,,,https://www.adzuna.be/details/5491602837?utm_medium=api&utm_source=64e51cf1,"my client are seeking a proactive and determined data analyst to join their transport operations team in antwerp. you will play a pivotal role in turning operational data into actionable insights, helping to optimise fleet performance, route planning, passenger flows and sustainability metrics. you will work closely with operations, logistics, and planning stakeholders to influence business decisions and support strategic initiatives. key responsibilities: collect, clean and validate data from …",unknown,,2025-11-12t08:38:48z,vivid_resourcing,81
191,205,5490357736,austin bright,"bredene, oostende",bussines analist - boekhoudkantoor,51.23484,2.97731,https://www.adzuna.be/land/ad/5490357736?se=rssw38dv8bgwzvtmcmwgla&utm_medium=api&utm_source=64e51cf1&v=aa632e4e034580094125a067f0d3ec707f4c9a3c,"ben jij klaar om het stoffige imago van de accountancywereld op te blazen en je carrière in een vooruitstrevend, digitaal en mensgericht kantoor te lanceren? dan is dit jouw moment. ons atypisch accountantskantoor met 4 vestigingen in oost & west - vlaanderen zoekt een gedreven data analyst die meer wil dan enkel cijfers boeken. hier draait alles om groei, innovatie en samenwerking - mét een flinke dosis fun. wie zijn wij? wij zijn een moderne fiduciaire die verder kijkt dan traditionele boekho…",accounting-finance-jobs,,2025-11-11t12:37:41z,austin_bright,112
192,206,5490220826,austin bright,belgië,bussines analist - boekhoudkantoor,,,https://www.adzuna.be/land/ad/5490220826?se=rssw38dv8bgwzvtmcmwgla&utm_medium=api&utm_source=64e51cf1&v=1e0616a1279465c188548cdd4108a57fddd0c6de,"ben jij klaar om het stoffige imago van de accountancywereld op te blazen en je carrière in een vooruitstrevend, digitaal en mensgericht kantoor te lanceren? dan is dit jouw moment. ons atypisch accountantskantoor met 4 vestigingen in oost & west - vlaanderen zoekt een gedreven data analyst die meer wil dan enkel cijfers boeken. hier draait alles om groei, innovatie en samenwerking - mét een flinke dosis fun. wie zijn wij? wij zijn een moderne fiduciaire die verder kijkt dan traditionele boekho…",unknown,,2025-11-11t08:29:12z,austin_bright,112
193,215,5489115384,ag digipolis,antwerpen,risk analist,51.206103,4.412661,https://www.adzuna.be/land/ad/5489115384?se=rssw38dv8bgwzvtmcmwgla&utm_medium=api&utm_source=64e51cf1&v=4e12e5bbf0a59aae0425d042c7f85241ef170f19,"digipolis bouwt mee aan de digitale transformatie van de stad antwerpen en haar partners. we werken samen aan innovatieve digitale oplossingen die de stad slimmer, toegankelijker en mensgerichter maken. kortom, we werken aan een impactvolle digitale dienstverlening dankzij onze it-professionals, securityspecialisten, data-analisten en administratieve talenten. jij denkt vooruit? wij ook. samen maken we het verschil en werken we aan de jobs van de toekomst. een it-avontuur waarvoor we jou graag …",unknown,,2025-11-10t08:47:12z,ag_digipolis,104
194,218,5483185715,phinest,belgië,data & business analyst,,,https://www.adzuna.be/details/5483185715?utm_medium=api&utm_source=64e51cf1,"who we are phinest is a belgian management consulting firm providing tailor-made services for bel20 and bel20-like companies. we help these leading companies deliver their key strategic projects across various sectors (utilities, pharmaceutical, banking & insurance, retail, transport, public, telecom). we combine a human-sized organisation with large-scale impact . you are not just a consultant: you grow with us while making an impact for our clients. at phinest, you’ll find the right balance b…",unknown,,2025-11-06t06:51:20z,phinest,99
195,219,5483185542,projective talent | part of projective group,belgië,data product owner,,,https://www.adzuna.be/details/5483185542?utm_medium=api&utm_source=64e51cf1,"product owner – data governance (permanent position) about the role are you passionate about the power of trusted data and eager to shape how organizations govern and use it? as a business product owner – data governance , you will play a pivotal role in the transformation toward a truly data-driven organization. you translate complex business needs into a clear vision, roadmap, and governance framework that ensure data is accurate, compliant, and strategically valuable across all business doma…",unknown,,2025-11-06t06:51:08z,projective_talent_|_part_of_projective_group,89
196,220,5482909549,nexeo,belgië,data analyst.,,,https://www.adzuna.be/details/5482909549?utm_medium=api&utm_source=64e51cf1,"nexeo belgium is a consultancy company that supports its clients in the banking, finance, insurance, and public sectors throughout all stages of their transformation projects — from business consulting to the implementation of it solutions. as a consultant, you will have the opportunity to be part of nexeo: an international environment (offices in france, belgium, luxembourg, switzerland & canada) more than 450 employees over 20% growth each year we are currently looking for a customer data ana…",unknown,,2025-11-06t00:47:11z,nexeo,102
197,222,5477410586,ing,belgië,cost controller branch mobile sales & business intelligence,,,https://www.adzuna.be/details/5477410586?utm_medium=api&utm_source=64e51cf1,"cost controller – branch mobile sales & business intelligence – brussels the tribe daily banking & client first , within the branch operations & sales area, is looking for a cost controller . in your role as cost controller you will focus on all finance related support required within retail. you will report to the expert lead branch mobile sales & business intelligence. a day in the life of a cost controller as a change expert with focus on finance related support you will be the main point of…",unknown,full_time,2025-11-02t20:56:19z,ing,94
198,223,5473278650,lighthouse,belgië,senior data analyst,,,https://www.adzuna.be/details/5473278650?utm_medium=api&utm_source=64e51cf1,"at lighthouse, we’re on a mission to disrupt commercial strategy for the hospitality industry. our innovative commercial platform takes the complexity out of data, empowering businesses with actionable insights, advanced pricing tools, and cutting-edge business intelligence to unlock their full revenue potential. backed by $370 million in series c funding and driven by an unwavering passion for growth, we’ve welcomed five companies into our journey and have surpassed $100 million in arr in 2024…",unknown,,2025-10-31t20:30:39z,lighthouse,89
199,224,5472389942,sarawak belux,"dilbeek, halle-vilvoorde",stage: data analyst (sept 2026),50.87108,4.26386,https://www.adzuna.be/details/5472389942?utm_medium=api&utm_source=64e51cf1,"stage: data/business analyst (fmcg) periode: september 2026 en juni 2027 – minimum 12 weken, bij voorkeur voltijds ben jij een student met een passie voor data, it en slimme bedrijfsoplossingen? sarawak zoekt een gemotiveerde stagiair(e) om ons data & it-team te versterken. tijdens je stage krijg je de kans om met echte bedrijfsdata te werken, inzichten op te doen in de fmcg-sector én mee te bouwen aan projecten die impact maken. wat ga je doen? je ondersteunt ons data & it-team bij dagelijkse …",unknown,,2025-10-31t11:14:04z,sarawak_belux,120
200,225,5471576671,trivium,belgië,senior ppc analyst & manager,,,https://www.adzuna.be/details/5471576671?utm_medium=api&utm_source=64e51cf1,"built by a team of experts, trivium is passionate about helping people scale and grow their businesses. using our established analytical systems and a customized strategy for digital marketing and ppc management, our goal is to generate successful outcomes for brands on amazon. we’re looking for an extremely dedicated individual to join our team as a ppc manager & analyst. your job will consist of managing and running amazon ppc campaigns to optimize sales. you will also be responsible for keyw…",other-general-jobs,full_time,2025-10-30t21:21:31z,trivium,94
201,227,5470901989,trivium,belgië,amazon ppc manager & analyst,,,https://www.adzuna.be/details/5470901989?utm_medium=api&utm_source=64e51cf1,"built by a team of experts, trivium is passionate about helping people scale and grow their businesses. using our established analytical systems and a customized strategy for digital marketing and ppc management, our goal is to generate successful outcomes for brands on amazon. we’re looking for an extremely dedicated individual to join our team as a ppc manager & analyst. your job will consist of managing and running amazon ppc campaigns to optimize sales. you will also be responsible for keyw…",other-general-jobs,full_time,2025-10-30t12:43:34z,trivium,94
202,228,5470804525,hays,"waregem, kortrijk",data analyst,50.8865,3.43209,https://www.adzuna.be/details/5470804525?utm_medium=api&utm_source=64e51cf1,data analyst | aantrekkelijk loonpakket | gedreven data team | regio waregem | 1110250 over de organisatie hays is voor een klant actief in de sector van bouwmachines op zoek naar een data analyst. deze internationale speler telt duizenden medewerkers en staat bekend om een innovatieve en mensgerichte bedrijfscultuur. je komt terecht in een dynamische omgeving waar samenwerking en strategisch denken centraal staan. jouw nieuwe functie als data analyst ben je verantwoordelijk voor het analyseren…,other-general-jobs,,2025-10-30t11:17:58z,hays,94
203,229,5470593307,nmbs,"brussel, brussel hoofdstad",data analyst marketing,,,https://www.adzuna.be/details/5470593307?utm_medium=api&utm_source=64e51cf1,"hoe maak jij mee het verschil? als data analyst marketing speel je een sleutelrol in het ondersteunen van de marketing- en salesactiviteiten van nmbs. je vertaalt complexe data naar heldere inzichten, bouwt dashboards en ontwikkelt ai-oplossingen. wat is jouw rol bij nmbs? als data analyst marketing ben je een allround expert in data & analytics, die via heldere communicatie en sterke technische skills analyses en inzichten kan realiseren. je hebt volgende kernverantwoordelijkheden: je gebruikt…",unknown,,2025-10-30t06:11:59z,nmbs,102
204,230,5470593167,ethias nv,"luik, luik (provincie)",non-life data & reporting analyst,,,https://www.adzuna.be/details/5470593167?utm_medium=api&utm_source=64e51cf1,"un regard sur ton prochain défi  chez ethias, nous avons tous le même objectif : avoir un impact positif sur la vie des gens. et dans notre entreprise, tout le monde y contribue. en tant que non-life data & reporting analyst , tu joues un rôle clé dans la transformation des données pour les équipes non-life steering & actuary à travers des outils de data reporting. tu récoltes et traites les données avant de les visualiser dans les outils adéquats afin de les exploiter de manière optimale. conc…",unknown,,2025-10-30t06:11:58z,ethias_nv,106
205,232,5466578285,tvh,belgië,functional analyst parts data,,,https://www.adzuna.be/details/5466578285?utm_medium=api&utm_source=64e51cf1,"as a functional analyst at tvh, your primary role is to assess, design, and implement solutions for business processes and requirements by translating functional needs into technical specifications and optimizing system performance. you'll work closely with product and business owners, designing future-proof solutions, ensuring alignment with business goals and product strategy. your role and responsibility elicit and document various types of requirements (business, functional) to ensure clear…",unknown,full_time,2025-10-27t20:34:07z,tvh,81
206,235,5455528317,tvh,belgië,data quality officer,,,https://www.adzuna.be/details/5455528317?utm_medium=api&utm_source=64e51cf1,"about the role as a data quality officer, you will be a key enabler focused on maximizing the value and trustworthiness of our most critical asset: our data. you will act as a proactive partner, collaborating closely with business and technical teams. a critical part of your function will be to bring diverse perspectives—from the data creator to the data customer, and from the business profile to the technical expert—into insightful, overarching analysis. your mission is to not only resolve iss…",unknown,full_time,2025-10-19t21:49:27z,tvh,95
207,236,5455528049,levi strauss,belgië,data analyst intern,,,https://www.adzuna.be/details/5455528049?utm_medium=api&utm_source=64e51cf1,"calling all originals: at levi strauss & co., you can be yourself — and be part of something bigger. we’re a company of people who like to forge our own path and leave the world better than we found it. who believe that what makes us different makes us stronger. so add your voice. make an impact. find your fit — and your future. we're seeking for a motivated, data-driven intern to join us at the analytics team in brussels for our merchandising planning and inventory management (mpim) department…",unknown,full_time,2025-10-19t21:48:56z,levi_strauss,106
208,237,5455522654,intigriti,antwerpen,senior data analyst,51.19294,4.42133,https://www.adzuna.be/details/5455522654?utm_medium=api&utm_source=64e51cf1,"your mission as our senior data analyst, you’ll play a pivotal role in turning complex data into clarity, uncovering insights that shape our product strategy, improve customer outcomes, and drive operational efficiency. working across product, customer, and researcher data, you’ll be at the heart of how we understand performance, behavior, and impact across our ecosystem. this role goes beyond dashboards. you’ll explore questions that challenge assumptions, highlight opportunities for cost effi…",unknown,full_time,2025-10-19t21:38:13z,intigriti,90
209,240,5452619092,pia group,belgië,data analist facturatie,,,https://www.adzuna.be/details/5452619092?utm_medium=api&utm_source=64e51cf1,"over pia group pia group is de 3de grootste accountancy- en advisorygroep van belgië, dankzij een unieke positionering en talrijke overnames. met ambitieuze groeiplannen willen we onze positie verder versterken. om deze groei te ondersteunen, zoeken we een data analist facturatie . als data analist facturatie zal je samen met het facturatieteam verantwoordelijk zijn voor alle projecten rond facturatie binnen pia group. dit gaat van zowel het uitdenken, uitwerken als opzetten van nieuwe projecte…",unknown,,2025-10-17t21:34:58z,pia_group,107
210,241,5448798251,laco,belgië,freelance azure data engineers / data analysten,,,https://www.adzuna.be/details/5448798251?utm_medium=api&utm_source=64e51cf1,"we zoeken nederlandstalige freelance data engineers & data analysts (power bi) om ons microsoft-team te versterken! laco is een toonaangevend data-intelligentiebedrijf met meer dan 35 jaar expertise in data engineering, analytics en a i . wij helpen organisaties bij het omzetten van data in waardevolle inzichten en ondersteunen hen in hun digitale transformatie. data analyst / power bi als data analyst/power bi expert bij laco ben je verantwoordelijk voor: je hebt minimaal 3 jaar bewezen ervari…",unknown,,2025-10-15t19:06:44z,laco,103
211,242,5447400155,unilever,"anderlecht, brussel hoofdstad",internship data analyst,50.83662,4.30697,https://www.adzuna.be/details/5447400155?utm_medium=api&utm_source=64e51cf1,"when joining unilever in belgium, you will get the opportunity to have an impact on a leading-edge company and our outstanding brands. during this internship you will get real responsibilities that will provide you with a good insight into the organisation and support your personal development. our data analysis team ensures that unilever’s brands are available to its consumers and customers all over the world. during this internship you will gain a deep understanding of the business and the ma…",scientific-qa-jobs,,2025-10-14t21:09:50z,unilever,90
212,245,5443319616,dela,"antwerpen (provincie), belgië",medior microsoft data engineer,51.21666,4.41666,https://www.adzuna.be/details/5443319616?utm_medium=api&utm_source=64e51cf1,"zin in niet zomaar een job maar wel om écht zinvol werk aan te gaan met mensen? dat kan… bij dela! hoe wij dat doen? wel, op onze manier, de dela-manier . al meer dan 80 jaar luisteren wij, zorgen we voor raad en daad & geven wij die warme professionele houvast . of het nu gaat over een uitvaartverzekering, een repatriëring, nabestaandenzorg of de uitvaart zelf: mensen ontzorgen in één van de moeilijkste momenten van hun leven . dat is wat onze job zinvol maakt en ons de energie geeft om er alt…",accounting-finance-jobs,,2025-10-11t21:25:56z,dela,125
213,246,5443318376,atmus,belgië,senior data quality analyst,,,https://www.adzuna.be/details/5443318376?utm_medium=api&utm_source=64e51cf1,"description leads, develops, and implements project(s) of varying complexity and size in assigned functional area. partners with business stakeholders to ensure a successful project completion and organizational improved capability to data quality standards. responsibilities leads the quality and integrity of the data within the assigned functional area. serves as an expert on data quality tools. conducts data profiling for data. develops key performance indicators (kpis) to measure data qualit…",unknown,full_time,2025-10-11t21:24:38z,atmus,82
214,247,5443317212,iss stoxx,belgië,data procurement analyst - french speaking,,,https://www.adzuna.be/details/5443317212?utm_medium=api&utm_source=64e51cf1,"let’s be brillianttogether iss is seeking a talented full-time, french & english-speaking data coordinator for its french market. the position is based in the brussels office. as an integral part of the european data operations team, you will be responsible for collecting comprehensive data based on information in the companies' public documents (annual reports, reference documents, etc.), notably concerning the board composition, related-party transactions, auditors, and so on. responsibilitie…",unknown,full_time,2025-10-11t21:24:19z,iss_stoxx,92
215,248,5440756139,hays,gent,hr business analyst,51.05401,3.7217,https://www.adzuna.be/details/5440756139?utm_medium=api&utm_source=64e51cf1,"gent | hr & data | strategische inzichten | internationale omgeving over de organisatie een internationale groep actief in logistiek en industriële dienstverlening. ze zijn gespecialiseerd in de op- en overslag van bulkgoederen en fruit in diverse europese en afrikaanse zeehavens. jouw nieuwe functie als hr business analyst (data specialist) ben jij de brug tussen hr en de bredere organisatie. je analyseert hr-processen, verzamelt en interpreteert data en vertaalt deze naar strategische inzicht…",other-general-jobs,,2025-10-10t11:21:58z,hays,101
216,251,5416282512,ag insurance,"brussel, brussel hoofdstad",ag insurance - data steward,50.84674,4.35249,https://www.adzuna.be/land/ad/5416282512?se=_lq_4mdv8bgi9s-dambejg&utm_medium=api&utm_source=64e51cf1&v=17b81e030cd01bb4ee3bdc6c93f747714efe32ce,"'supporter van je leven' is niet zomaar een slogan. het is een ambitie, een mindset. want bij ag staan mensen centraal. wij zorgen ervoor dat jouw job zin heeft, zodat jij zin hebt om bij ons te werken. dag in dag uit maken we samen het verschil voor onze klanten. zodat ze in alle rust van hun leven kunnen genieten. als leider op de verzekeringsmarkt versnelt ag zijn digitale transformatie om een data-driven onderneming te worden. gegevens vormen de kern van onze strategie, of het nu is om onze…",it-jobs,,2025-09-26t21:54:17z,ag_insurance,108
217,252,5416251777,kpmg,belgië,data architect - linked data and solid,,,https://www.adzuna.be/details/5416251777?utm_medium=api&utm_source=64e51cf1,"general information reference 2024-990 job title data architect - linked data and solid function advisory - manager roles & responsibilities becoming an architect inside kpmg lighthouse will allow you to demonstrate, develop and extend your architecture skills in data, ai, automation, and system integration. you will be working is a modern environment and find yourself surrounded by a multi-disciplinary peer group of over 60 data enthusiasts with a strong entrepreneurial spirit. you will be abl…",consultancy-jobs,full_time,2025-09-26t21:17:22z,kpmg,90
218,253,5416251278,sanoma learning,"wommelgem, antwerpen",data analyst,51.20378,4.5231,https://www.adzuna.be/details/5416251278?utm_medium=api&utm_source=64e51cf1,"data analist (39 uur) wie zijn je collega's ? je wordt onderdeel van ons data & analytics team, waarin je samenwerkt met één andere data-analist. daarnaast werk je regelmatig samen met onze collega’s in nederland, waar een groter team van data-analisten en experts actief is. met hen wissel je kennis en best practices uit, waardoor je jouw expertise verder kunt verdiepen en verbreden. af en toe zul je ook in nederland (den bosch) aanwezig zijn om samen te werken en kennis te delen. zo maak je de…",unknown,full_time,2025-09-26t21:16:57z,sanoma_learning,112
219,256,5394141049,infrabel,"brussel, brussel hoofdstad",stage - data sciences/data analyst - bachelor/master,50.84674,4.35249,https://www.adzuna.be/details/5394141049?utm_medium=api&utm_source=64e51cf1,heb je een passie voor informatica en/of telecommunicatie? dan is infrabel misschien wel iets voor jou! als stagiair it werk je actief mee aan een project “measuring pbi & sharepoint objective kpis via microsoft fabric and ms sql server.” je loopt mee met een vaste medewerker van infrabel en je wordt ingewijd in de werkpost en het takenpakket van een ict-medewerker. beschrijving van het project en je taken: analyseren en experimenteren van/met tools en systemen theoretisch en praktische modeler…,customer-services-jobs,,2025-09-11t16:00:26z,infrabel,109
220,257,5392520099,loop earplugs,belgië,marketplace data analyst,,,https://www.adzuna.be/details/5392520099?utm_medium=api&utm_source=64e51cf1,"we are loop loop earplugs is reinventing how people experience the world by enabling them to live life at their own volume. 2024 was a pivotal year at loop – we hit 14,000,000 earplugs sold, were named ‘the best earplugs for concerts’ by the new york times, and expanded our product offering to a complete range of solutions for day and night. oh – and not to mention making history as the first company to win deloitte’s fast 50 belgium twice. but this is just the beginning. as we continue to deve…",unknown,,2025-09-10t18:03:01z,loop_earplugs,120
221,258,5386754378,infrabel,"sint-gillis, brussel hoofdstad",stage - data analyst - predictive maintenance - bachelor/master,50.82513,4.34519,https://www.adzuna.be/details/5386754378?utm_medium=api&utm_source=64e51cf1,"heb je een passie voor technologie? dan is infrabel misschien wel iets voor jou! als stagiair op de afdeling bovenleiding word je actief betrokken bij een project om data analyst – predictive maintenance beschrijving van het project: de pandas light-sensoren zijn schokdetectiesensoren voor de stroomafnemer, het mechanisme waarmee de trein stroom afneemt van de bovenleiding. wanneer de stroomafnemer een beschadigde bovenleiding passeert, veroorzaakt dit een schok. hierdoor kunnen de sensoren pro…",engineering-jobs,,2025-09-06t15:27:40z,infrabel,106
222,259,5382683712,hays,"koksijde, veurne",finance analyst,51.1033,2.6548,https://www.adzuna.be/details/5382683712?utm_medium=api&utm_source=64e51cf1,"finance analyst | aantrekkelijk loonpakket | opleidingen voorzien | regio koksijde | 1109498 over de organisatie hays zoekt voor een innovatief productiebedrijf dat actief is in de voedingssector, een financiële data analyst om het financeteam te versterken. jouw nieuwe functie in deze rol ben jij degene die cijfers tot leven brengt. je duikt in de financiële data van de productieomgeving en haalt er inzichten uit die écht het verschil maken. je bent niet zomaar een analist – je bent een strate…",other-general-jobs,,2025-09-04t09:36:34z,hays,102
223,260,5375165321,ogilvy social.lab,belgië,senior digital intelligence & data analyst,,,https://www.adzuna.be/details/5375165321?utm_medium=api&utm_source=64e51cf1,"about ogilvy social.lab ogilvy social.lab (osl) is a full-service advertising agency headquartered in brussels’ wpp campus. as part of the international ogilvy network, our operations span four continents with over 15 nationalities on the 130-strong team working in our offices – our mindset is borderless. we proudly collaborate with prominent international and regional clients, including absolut, mondelez, ford, ikea, vans, eu and belgian institutions, fuelling their success internationally. en…",creative-design-jobs,,2025-08-30t17:55:25z,ogilvy_social.lab,104
224,262,5365384855,akkodis,"evere, brussel hoofdstad",business analyst qc - life sciences - m/f/x,50.87123,4.40018,https://www.adzuna.be/details/5365384855?utm_medium=api&utm_source=64e51cf1,"informations générales date de parution 22/08/2025 métier operations - consulting intitulé du poste business analyst qc - life sciences - m/f/x contrat cdi description de la mission about us: akkodis is an organization with more than 1,000 engineering, scientific and digital experts in belgium. our mission is clear: create a smarter future together! we are a one-stop-shop for engineering, it, life science, and new technologies. our combined passion for talent and technology allows us to look at…",scientific-qa-jobs,full_time,2025-08-23t17:53:28z,akkodis,107
225,265,5360306573,littlebigcode,"elsene, brussel hoofdstad",data engineer m/f,50.82768,4.37178,https://www.adzuna.be/details/5360306573?utm_medium=api&utm_source=64e51cf1,"as a consultant within our agile team, you’ll leverage your expertise to provide strategic guidance, working closely with customers and internal experts to drive lasting improvements and operational excellence. your work will focus on the following areas: design and build data pipelines to collect, process, and store large datasets. ensure data quality and integrity by implementing validation and cleaning processes. optimize data storage solutions for efficient querying and analysis (e.g., data…",unknown,full_time,2025-08-20t17:51:08z,littlebigcode,84
226,266,5359981061,ingestic srl,belgië,business data analyst medior,,,https://www.adzuna.be/details/5359981061?utm_medium=api&utm_source=64e51cf1,"tu es motivé-e à t’engager dans la transition énergétique par des actions concrètes au cœur des systèmes d’information des acteurs du monde de l’énergie ? ceci est probablement une opportunité pour toi. basée à wavre , ingestic est une entreprise de consultance it à taille humaine active dans le secteur de l’énergie en belgique où nous disposons d’une expertise reconnue. un marché en pleine croissance et en pleine évolution qui offre de multiples opportunités et de nombreux défis à relever ! le…",unknown,,2025-08-20t11:40:38z,ingestic_srl,102
227,267,5352419089,sollicitatie voor senior / lead data engineer milieugegevens bij summ.link,belgië,senior / lead data engineer milieugegevens,,,https://www.adzuna.be/details/5352419089?utm_medium=api&utm_source=64e51cf1," op zoek naar je volgende job of project binnen data & ai? dan ben je bij summ.link aan het juiste adres!  wie is summ.link? wij zijn een dynamisch bedrijf dat zowel tijd en materialen (t&m) als projectwerk levert voor bedrijven van elke omvang, van kleine en middelgrote ondernemingen tot grote corporaties. onze expertise strekt zich uit over een breed scala van diensten, waaronder data platforms (azure, databricks, collibra), devops, secops, mlops, aiops, data engineering en data science. ons …",unknown,,2025-08-14t17:48:52z,sollicitatie_voor_senior_/_lead_data_engineer_milieugegevens_bij_summ.link,114
228,268,5352130064,square management belgium,belgië,data consultant (analyst & project manager) - financial services,,,https://www.adzuna.be/details/5352130064?utm_medium=api&utm_source=64e51cf1,"data consultant (analyst & project manager) - financial services (min 1 year of experience) square management belgium est à la recherche de consultants expérimentés (minimum 1 an) possédant une expérience significative et un intérêt dans le domaine de la data dans le secteur financier (banque et assurance).  qui est square management belgium ? cabinet de référence dans le secteur financier, nous accompagnons nos clients dans leurs projets de transformation grâce à l’expertise de nos 100 consult…",unknown,,2025-08-14t11:14:48z,square_management_belgium,101
229,269,5345529467,bpost,belgië,senior data architect,,,https://www.adzuna.be/details/5345529467?utm_medium=api&utm_source=64e51cf1,"what will you do? as a senior data architect, you will be responsible for defining and implementing the enterprise-wide data architecture that supports critical business initiatives and drives data-driven decision-making. you’ll shape the structure, governance, and strategic roadmap of data assets across the organization—ensuring data is accessible, secure, integrated, and aligned with evolving business needs. you’ll collaborate with senior stakeholders in it, analytics, and the business to arc…",unknown,,2025-08-09t18:30:42z,bpost,88
230,270,5345529213,kpmg,belgië,manager data architect,,,https://www.adzuna.be/details/5345529213?utm_medium=api&utm_source=64e51cf1,"general information reference 2025-1205 job title manager data architect function advisory - manager roles & responsibilities becoming an architect inside kpmg lighthouse will allow you to demonstrate, develop and extend your architecture skills in data, ai, automation, and system integration. you will be working is a modern environment and find yourself surrounded by a multi-disciplinary peer group of over 60 data enthusiasts with a strong entrepreneurial spirit. you will be able to work on ar…",consultancy-jobs,full_time,2025-08-09t18:30:17z,kpmg,91
231,271,5342028821,my website,belgië,data-analist cd,,,https://www.adzuna.be/details/5342028821?utm_medium=api&utm_source=64e51cf1,"data-analist cd leuven , belgië een data analist en gepassioneerd door outdoor sporten ? dan ben je welkom in ons team. functie: ontwerp en onderhoud van datasystemen en databases klantrelatie persoonlijke ontwikkeling autonomie administratief werk technische expertise wat is geweldig aan de baan? geweldig team van slimme mensen, in een vriendelijke en open cultuur. geen domme managers, geen domme tools om te gebruiken, geen rigide werktijden. geen tijdverspilling in bedrijfsprocessen, echte ve…",unknown,,2025-08-07t17:46:13z,my_website,105
232,274,5338434072,capco,belgië,data analyst / consultant (energy department),,,https://www.adzuna.be/details/5338434072?utm_medium=api&utm_source=64e51cf1,"data analyst / data consultant are you interested in expanding your consulting exposure? do you want to move away from an operations role and make an impact on the business? do you often feel like processes and ways of working could be better or more efficient? capco is a global management consultancy specialising in driving transformation across investment banking, securities services, and insurance. we have the people, the vision, and the passion. we are going through a significant growth jou…",consultancy-jobs,,2025-08-05t15:46:37z,capco,91
233,275,5326455546,fng belgië,belgië,marketing - data/innovation manager,,,https://www.adzuna.be/details/5326455546?utm_medium=api&utm_source=64e51cf1,marketing - data / innovation manager doel van de functie: het verhogen van de commerciële resultaten en het positief beïnvloeden van het marktaandeel door het sturen op het juiste gebruik van data in de gehele waardeketen van de organisatie. plaats in de organisatie: afdeling: marketing rapporteert aan: digital marketing director geeft leiding aan: crm marketeer/data analist belangrijkste resultaatgebieden organisatie data gedreven maken (digitale transformatie) neemt de organisatie mee in het…,pr-advertising-marketing-jobs,,2025-07-29t12:57:37z,fng_belgië,92
234,276,5326455527,fng belgië,belgië,marketing - crm marketeer/data analist,,,https://www.adzuna.be/details/5326455527?utm_medium=api&utm_source=64e51cf1,marketing – crm marketeer/data analist doel van de functie: de crm marketeer zorgt voor een duurzame en waardevolle relatie met nieuwe en bestaande geregistreerde klanten door middel van een klantcontactstrategie met inzet van digitale en traditionele middelen. plaats in de organisatie: afdeling: marketing rapporteert aan: data/innovation manager geeft leiding aan: n.v.t. belangrijkste resultaatgebieden monitoring stabiliteit & kwaliteit van datawarehouse lijnen uitzetten & (proactieve) adviser…,unknown,,2025-07-29t12:57:36z,fng_belgië,93
235,277,5321446241,aca group,belgië,data analist,,,https://www.adzuna.be/details/5321446241?utm_medium=api&utm_source=64e51cf1,"als data analist maak je deel uit van ons gedreven en echt data team. we werken nauw samen met de teamleden van ons innovation lab. samen zoeken we naar nieuwe technologieën die de juiste oplossing(en) voor onze klanten kunnen bieden. wij geloven erin dat cloud oplossingen data leveren, zowel in stream als batch en op die manier nieuwe inzichten kunnen creëren voor organisaties. klinkt dit als muziek in je oren? dan ben je de data analist die we zoeken! jouw rol binnen aca ons team focust zich …",unknown,,2025-07-25t12:54:09z,aca_group,103
236,278,5316318567,skechers,belgië,project engineer,,,https://www.adzuna.be/details/5316318567?utm_medium=api&utm_source=64e51cf1,"to strengthen its team and support the strong growth of its european distribution center, skechers edc is looking for a project engineer. your responsibilities: as a project engineer , you are responsible for improving the overall efficiency of the distribution center. you will analyze processes, develop new tools, manage and participate in various projects. your main mission is to implement and monitor various projects in close collaboration with cross-functional teams in the field, both in su…",unknown,full_time,2025-07-22t12:32:22z,skechers,88
237,281,5262819391,tvh,belgië,technical information functional-data analyst,,,https://www.adzuna.be/details/5262819391?utm_medium=api&utm_source=64e51cf1,"tvh is seeking for a technical information data analyst to join our global team. the team is specialized in consolidating technical information from various data sources across our different markets and industries. as technical information functional analyst you will act as the glue between the data engineers and the key business stakeholders. you are responsible for analyzing the business needs for equipment information, translating these into functional analyses, and ultimately representing t…",unknown,full_time,2025-06-22t13:28:08z,tvh,80
